unique_id,ds,y
TOTAL,2015-04-01,2364483.0
TOTAL,2015-05-01,2547864.0
TOTAL,2015-06-01,2327666.0
TOTAL,2015-07-01,2431149.0
TOTAL,2015-08-01,2381990.0
TOTAL,2015-09-01,2338998.0
TOTAL,2015-10-01,2429629.0
TOTAL,2015-11-01,2580074.0
TOTAL,2015-12-01,2739732.0
TOTAL,2016-01-01,2674047.0
TOTAL,2016-02-01,2648837.0
TOTAL,2016-03-01,2775568.0
TOTAL,2016-04-01,2864356.0
TOTAL,2016-05-01,3046686.0
TOTAL,2016-06-01,2819655.0
TOTAL,2016-07-01,3011007.0
TOTAL,2016-08-01,2940545.0
TOTAL,2016-09-01,2887894.0
TOTAL,2016-10-01,3096506.0
TOTAL,2016-11-01,3062325.0
TOTAL,2016-12-01,3297415.0
TOTAL,2017-01-01,3281659.0
TOTAL,2017-02-01,2972075.0
TOTAL,2017-03-01,3065105.0
TOTAL,2017-04-01,3151226.0
TOTAL,2017-05-01,3501511.0
TOTAL,2017-06-01,3327065.0
TOTAL,2017-07-01,3332844.0
TOTAL,2017-08-01,3376726.0
TOTAL,2017-09-01,3302250.0
TOTAL,2017-10-01,3655111.0
TOTAL,2017-11-01,3636328.0
TOTAL,2017-12-01,3874548.0
TOTAL,2018-01-01,3930517.0
TOTAL,2018-02-01,3758026.0
TOTAL,2018-03-01,3980995.0
TOTAL,2018-04-01,3979572.0
TOTAL,2018-05-01,4065143.0
TOTAL,2018-06-01,3940804.0
TOTAL,2018-07-01,4041531.0
TOTAL,2018-08-01,3959575.0
TOTAL,2018-09-01,3900827.0
TOTAL,2018-10-01,4074611.0
TOTAL,2018-11-01,3899968.0
TOTAL,2018-12-01,4230391.0
TOTAL,2019-01-01,4217801.0
TOTAL,2019-02-01,3881722.0
TOTAL,2019-03-01,3958699.0
TOTAL,2019-04-01,3767482.0
TOTAL,2019-05-01,5434118.0
TOTAL,2019-06-01,5393586.0
TOTAL,2019-07-01,5357500.0
TOTAL,2019-08-01,5340802.0
TOTAL,2019-09-01,5260507.0
TOTAL,2019-10-01,5528239.0
TOTAL,2019-11-01,5798633.0
TOTAL,2019-12-01,5795966.0
TOTAL,2020-01-01,5657639.0
TOTAL,2020-02-01,5506400.0
TOTAL,2020-03-01,3528833.0
TOTAL,2020-04-01,0.0
TOTAL,2020-05-01,146001.0
TOTAL,2020-06-01,1008759.0
TOTAL,2020-07-01,1015478.0
TOTAL,2020-08-01,1248270.0
TOTAL,2020-09-01,1688962.0
TOTAL,2020-10-01,2323744.0
TOTAL,2020-11-01,2811976.0
TOTAL,2020-12-01,3165152.0
TOTAL,2021-01-01,3266210.0
TOTAL,2021-02-01,3334773.0
TOTAL,2021-03-01,3401898.0
TOTAL,2021-04-01,2577003.0
TOTAL,2021-05-01,1948641.5
TOTAL,2021-06-01,1320280.0
TOTAL,2021-07-01,2101511.0
TOTAL,2021-08-01,2850757.0
TOTAL,2021-09-01,3004929.0
TOTAL,2021-10-01,3878522.0
TOTAL,2021-11-01,4544925.0
TOTAL,2021-12-01,4810832.0
TOTAL,2022-01-01,2809647.0
TOTAL,2022-02-01,3412627.0
TOTAL,2022-03-01,4666620.0
TOTAL,2022-04-01,4576660.0
TOTAL,2022-05-01,4872156.0
TOTAL,2022-06-01,4524876.0
TOTAL,2022-07-01,4174797.0
TOTAL,2022-08-01,4386035.0
TOTAL,2022-09-01,4579014.0
TOTAL,2022-10-01,4932301.0
TOTAL,2022-11-01,5051339.0
TOTAL,2022-12-01,5567607.0
TOTAL,2023-01-01,5018216.0
TOTAL,2023-02-01,4849763.0
TOTAL,2023-03-01,5165356.0
TOTAL,2023-04-01,5179986.0
TOTAL,2023-05-01,5215010.0
TOTAL,2023-06-01,4981528.0
TOTAL,2023-07-01,4817891.0
TOTAL,2023-08-01,4955889.0
TOTAL,2023-09-01,4812148.0
TOTAL,2023-10-01,5000592.0
TOTAL,2023-11-01,5261952.0
TOTAL,2023-12-01,5669634.0
TOTAL,2024-01-01,5398511.0
TOTAL,2024-02-01,5224696.0
TOTAL,2024-03-01,5562015.0
TOTAL,2024-04-01,5518775.0
TOTAL,2024-05-01,5502426.0
TOTAL,2024-06-01,5486077.0
TOTAL,2024-07-01,5372667.0
TOTAL,2024-08-01,5467424.0
TOTAL,2024-09-01,5469637.0
TOTAL,2024-10-01,5715657.0
TOTAL,2024-11-01,5824874.0
TOTAL,2024-12-01,6092211.0
TOTAL,2025-01-01,5880639.0
TOTAL,2025-02-01,5522360.0
TOTAL,2025-03-01,5882293.0
TOTAL,2025-04-01,5764752.0
TOTAL,2025-05-01,5654002.0
TOTAL,2025-06-01,5488095.0
TOTAL,2025-07-01,5110021.0
TOTAL,2025-08-01,5239754.0
TOTAL,2025-09-01,5168655.0
TOTAL,2025-10-01,5563275.0
TOTAL,2025-11-01,6028049.0
TOTAL,2025-12-01,5664328.0
TOTAL,2026-01-01,5989786.0
TOTAL,2026-02-01,5606697.0
TOTAL/AGARTALA,2019-05-01,47289.0
TOTAL/AGARTALA,2019-06-01,48748.0
TOTAL/AGARTALA,2019-07-01,51463.0
TOTAL/AGARTALA,2019-08-01,50545.0
TOTAL/AGARTALA,2019-09-01,44051.0
TOTAL/AGARTALA,2019-10-01,49343.0
TOTAL/AGARTALA,2019-11-01,59638.0
TOTAL/AGARTALA,2019-12-01,52544.0
TOTAL/AGARTALA,2020-01-01,52205.0
TOTAL/AGARTALA,2020-02-01,50142.0
TOTAL/AGARTALA,2020-03-01,33304.0
TOTAL/AGARTALA,2020-04-01,16895.0
TOTAL/AGARTALA,2020-05-01,486.0
TOTAL/AGARTALA,2020-06-01,9843.0
TOTAL/AGARTALA,2020-07-01,6254.0
TOTAL/AGARTALA,2020-08-01,5666.0
TOTAL/AGARTALA,2020-09-01,9450.0
TOTAL/AGARTALA,2020-10-01,17356.0
TOTAL/AGARTALA,2020-11-01,26526.0
TOTAL/AGARTALA,2020-12-01,28090.0
TOTAL/AGARTALA,2021-01-01,31818.0
TOTAL/AGARTALA,2021-02-01,31707.0
TOTAL/AGARTALA,2021-03-01,33842.0
TOTAL/AGARTALA,2021-04-01,22390.0
TOTAL/AGARTALA,2021-05-01,15844.0
TOTAL/AGARTALA,2021-06-01,9298.0
TOTAL/AGARTALA,2021-07-01,17826.0
TOTAL/AGARTALA,2021-08-01,30613.0
TOTAL/AGARTALA,2021-09-01,34097.0
TOTAL/AGARTALA,2021-10-01,38510.0
TOTAL/AGARTALA,2021-11-01,43233.0
TOTAL/AGARTALA,2021-12-01,44192.0
TOTAL/AGARTALA,2022-01-01,24023.0
TOTAL/AGARTALA,2022-02-01,28825.0
TOTAL/AGARTALA,2022-03-01,41235.0
TOTAL/AGARTALA,2022-04-01,41686.0
TOTAL/AGARTALA,2022-05-01,50352.0
TOTAL/AGARTALA,2022-06-01,41045.0
TOTAL/AGARTALA,2022-07-01,46217.0
TOTAL/AGARTALA,2022-08-01,41884.0
TOTAL/AGARTALA,2022-09-01,40968.0
TOTAL/AGARTALA,2022-10-01,46832.0
TOTAL/AGARTALA,2022-11-01,37607.0
TOTAL/AGARTALA,2022-12-01,41892.0
TOTAL/AGARTALA,2023-01-01,40794.0
TOTAL/AGARTALA,2023-02-01,38480.0
TOTAL/AGARTALA,2023-03-01,46755.0
TOTAL/AGARTALA,2023-04-01,46967.0
TOTAL/AGARTALA,2023-05-01,47737.0
TOTAL/AGARTALA,2023-06-01,42781.0
TOTAL/AGARTALA,2023-07-01,46418.0
TOTAL/AGARTALA,2023-08-01,46355.0
TOTAL/AGARTALA,2023-09-01,43980.0
TOTAL/AGARTALA,2023-10-01,44415.0
TOTAL/AGARTALA,2023-11-01,45757.0
TOTAL/AGARTALA,2023-12-01,43627.0
TOTAL/AGARTALA,2024-01-01,40249.0
TOTAL/AGARTALA,2024-02-01,40541.0
TOTAL/AGARTALA,2024-03-01,46391.0
TOTAL/AGARTALA,2024-04-01,39582.0
TOTAL/AGARTALA,2024-05-01,41571.5
TOTAL/AGARTALA,2024-06-01,43561.0
TOTAL/AGARTALA,2024-07-01,44897.0
TOTAL/AGARTALA,2024-08-01,40960.0
TOTAL/AGARTALA,2024-09-01,44457.0
TOTAL/AGARTALA,2024-10-01,45839.0
TOTAL/AGARTALA,2024-11-01,43524.0
TOTAL/AGARTALA,2024-12-01,47427.0
TOTAL/AGARTALA,2025-01-01,43469.0
TOTAL/AGARTALA,2025-02-01,40590.0
TOTAL/AGARTALA,2025-03-01,43926.0
TOTAL/AGARTALA,2025-04-01,48157.0
TOTAL/AGARTALA,2025-05-01,51248.0
TOTAL/AGARTALA,2025-06-01,45541.0
TOTAL/AGARTALA,2025-07-01,51243.0
TOTAL/AGARTALA,2025-08-01,45598.0
TOTAL/AGARTALA,2025-09-01,40263.0
TOTAL/AGARTALA,2025-10-01,51929.0
TOTAL/AGARTALA,2025-11-01,47013.0
TOTAL/AGARTALA,2025-12-01,43689.0
TOTAL/AGARTALA,2026-01-01,45328.0
TOTAL/AGARTALA,2026-02-01,38109.0
TOTAL/AGARTALA/AGARTALA-GUWAHATI,2019-05-01,11338.0
TOTAL/AGARTALA/AGARTALA-GUWAHATI,2019-06-01,10786.0
TOTAL/AGARTALA/AGARTALA-GUWAHATI,2019-07-01,11355.0
TOTAL/AGARTALA/AGARTALA-GUWAHATI,2019-08-01,10927.0
TOTAL/AGARTALA/AGARTALA-GUWAHATI,2019-09-01,9271.0
TOTAL/AGARTALA/AGARTALA-GUWAHATI,2019-10-01,10870.0
TOTAL/AGARTALA/AGARTALA-GUWAHATI,2019-11-01,12164.0
TOTAL/AGARTALA/AGARTALA-GUWAHATI,2019-12-01,8730.0
TOTAL/AGARTALA/AGARTALA-GUWAHATI,2020-01-01,10581.0
TOTAL/AGARTALA/AGARTALA-GUWAHATI,2020-02-01,10522.0
TOTAL/AGARTALA/AGARTALA-GUWAHATI,2020-03-01,6027.0
TOTAL/AGARTALA/AGARTALA-GUWAHATI,2020-04-01,3013.5
TOTAL/AGARTALA/AGARTALA-GUWAHATI,2020-05-01,0.0
TOTAL/AGARTALA/AGARTALA-GUWAHATI,2020-06-01,40.0
TOTAL/AGARTALA/AGARTALA-GUWAHATI,2020-07-01,903.0
TOTAL/AGARTALA/AGARTALA-GUWAHATI,2020-08-01,1062.0
TOTAL/AGARTALA/AGARTALA-GUWAHATI,2020-09-01,1361.0
TOTAL/AGARTALA/AGARTALA-GUWAHATI,2020-10-01,2351.0
TOTAL/AGARTALA/AGARTALA-GUWAHATI,2020-11-01,4267.0
TOTAL/AGARTALA/AGARTALA-GUWAHATI,2020-12-01,4266.0
TOTAL/AGARTALA/AGARTALA-GUWAHATI,2021-01-01,4646.0
TOTAL/AGARTALA/AGARTALA-GUWAHATI,2021-02-01,4316.0
TOTAL/AGARTALA/AGARTALA-GUWAHATI,2021-03-01,4455.0
TOTAL/AGARTALA/AGARTALA-GUWAHATI,2021-04-01,3735.0
TOTAL/AGARTALA/AGARTALA-GUWAHATI,2021-05-01,2489.5
TOTAL/AGARTALA/AGARTALA-GUWAHATI,2021-06-01,1244.0
TOTAL/AGARTALA/AGARTALA-GUWAHATI,2021-07-01,1846.0
TOTAL/AGARTALA/AGARTALA-GUWAHATI,2021-08-01,3294.0
TOTAL/AGARTALA/AGARTALA-GUWAHATI,2021-09-01,4000.0
TOTAL/AGARTALA/AGARTALA-GUWAHATI,2021-10-01,4899.0
TOTAL/AGARTALA/AGARTALA-GUWAHATI,2021-11-01,4505.0
TOTAL/AGARTALA/AGARTALA-GUWAHATI,2021-12-01,4507.0
TOTAL/AGARTALA/AGARTALA-GUWAHATI,2022-01-01,2864.0
TOTAL/AGARTALA/AGARTALA-GUWAHATI,2022-02-01,4178.0
TOTAL/AGARTALA/AGARTALA-GUWAHATI,2022-03-01,4628.0
TOTAL/AGARTALA/AGARTALA-GUWAHATI,2022-04-01,4995.0
TOTAL/AGARTALA/AGARTALA-GUWAHATI,2022-05-01,7137.0
TOTAL/AGARTALA/AGARTALA-GUWAHATI,2022-06-01,6375.0
TOTAL/AGARTALA/AGARTALA-GUWAHATI,2022-07-01,6641.0
TOTAL/AGARTALA/AGARTALA-GUWAHATI,2022-08-01,5137.0
TOTAL/AGARTALA/AGARTALA-GUWAHATI,2022-09-01,5221.0
TOTAL/AGARTALA/AGARTALA-GUWAHATI,2022-10-01,7372.0
TOTAL/AGARTALA/AGARTALA-GUWAHATI,2022-11-01,10201.0
TOTAL/AGARTALA/AGARTALA-GUWAHATI,2022-12-01,8355.0
TOTAL/AGARTALA/AGARTALA-GUWAHATI,2023-01-01,8072.0
TOTAL/AGARTALA/AGARTALA-GUWAHATI,2023-02-01,6819.0
TOTAL/AGARTALA/AGARTALA-GUWAHATI,2023-03-01,9041.0
TOTAL/AGARTALA/AGARTALA-GUWAHATI,2023-04-01,10559.0
TOTAL/AGARTALA/AGARTALA-GUWAHATI,2023-05-01,9752.0
TOTAL/AGARTALA/AGARTALA-GUWAHATI,2023-06-01,8544.0
TOTAL/AGARTALA/AGARTALA-GUWAHATI,2023-07-01,7986.0
TOTAL/AGARTALA/AGARTALA-GUWAHATI,2023-08-01,7480.0
TOTAL/AGARTALA/AGARTALA-GUWAHATI,2023-09-01,7118.0
TOTAL/AGARTALA/AGARTALA-GUWAHATI,2023-10-01,8600.0
TOTAL/AGARTALA/AGARTALA-GUWAHATI,2023-11-01,9218.0
TOTAL/AGARTALA/AGARTALA-GUWAHATI,2023-12-01,9365.0
TOTAL/AGARTALA/AGARTALA-GUWAHATI,2024-01-01,9583.0
TOTAL/AGARTALA/AGARTALA-GUWAHATI,2024-02-01,8496.0
TOTAL/AGARTALA/AGARTALA-GUWAHATI,2024-03-01,9299.0
TOTAL/AGARTALA/AGARTALA-GUWAHATI,2024-04-01,9599.0
TOTAL/AGARTALA/AGARTALA-GUWAHATI,2024-05-01,9512.0
TOTAL/AGARTALA/AGARTALA-GUWAHATI,2024-06-01,9425.0
TOTAL/AGARTALA/AGARTALA-GUWAHATI,2024-07-01,9893.0
TOTAL/AGARTALA/AGARTALA-GUWAHATI,2024-08-01,8788.0
TOTAL/AGARTALA/AGARTALA-GUWAHATI,2024-09-01,11862.0
TOTAL/AGARTALA/AGARTALA-GUWAHATI,2024-10-01,12500.0
TOTAL/AGARTALA/AGARTALA-GUWAHATI,2024-11-01,13803.0
TOTAL/AGARTALA/AGARTALA-GUWAHATI,2024-12-01,15373.0
TOTAL/AGARTALA/AGARTALA-GUWAHATI,2025-01-01,14041.0
TOTAL/AGARTALA/AGARTALA-GUWAHATI,2025-02-01,13833.0
TOTAL/AGARTALA/AGARTALA-GUWAHATI,2025-03-01,13696.0
TOTAL/AGARTALA/AGARTALA-GUWAHATI,2025-04-01,13527.0
TOTAL/AGARTALA/AGARTALA-GUWAHATI,2025-05-01,14878.0
TOTAL/AGARTALA/AGARTALA-GUWAHATI,2025-06-01,13078.0
TOTAL/AGARTALA/AGARTALA-GUWAHATI,2025-07-01,14600.0
TOTAL/AGARTALA/AGARTALA-GUWAHATI,2025-08-01,13079.0
TOTAL/AGARTALA/AGARTALA-GUWAHATI,2025-09-01,11848.0
TOTAL/AGARTALA/AGARTALA-GUWAHATI,2025-10-01,14134.0
TOTAL/AGARTALA/AGARTALA-GUWAHATI,2025-11-01,10111.0
TOTAL/AGARTALA/AGARTALA-GUWAHATI,2025-12-01,9347.0
TOTAL/AGARTALA/AGARTALA-GUWAHATI,2026-01-01,10097.0
TOTAL/AGARTALA/AGARTALA-GUWAHATI,2026-02-01,6330.0
TOTAL/AGARTALA/AGARTALA-KOLKATA,2019-05-01,35951.0
TOTAL/AGARTALA/AGARTALA-KOLKATA,2019-06-01,37962.0
TOTAL/AGARTALA/AGARTALA-KOLKATA,2019-07-01,40108.0
TOTAL/AGARTALA/AGARTALA-KOLKATA,2019-08-01,39618.0
TOTAL/AGARTALA/AGARTALA-KOLKATA,2019-09-01,34780.0
TOTAL/AGARTALA/AGARTALA-KOLKATA,2019-10-01,38473.0
TOTAL/AGARTALA/AGARTALA-KOLKATA,2019-11-01,47474.0
TOTAL/AGARTALA/AGARTALA-KOLKATA,2019-12-01,43814.0
TOTAL/AGARTALA/AGARTALA-KOLKATA,2020-01-01,41624.0
TOTAL/AGARTALA/AGARTALA-KOLKATA,2020-02-01,39620.0
TOTAL/AGARTALA/AGARTALA-KOLKATA,2020-03-01,27277.0
TOTAL/AGARTALA/AGARTALA-KOLKATA,2020-04-01,13881.5
TOTAL/AGARTALA/AGARTALA-KOLKATA,2020-05-01,486.0
TOTAL/AGARTALA/AGARTALA-KOLKATA,2020-06-01,9803.0
TOTAL/AGARTALA/AGARTALA-KOLKATA,2020-07-01,5351.0
TOTAL/AGARTALA/AGARTALA-KOLKATA,2020-08-01,4604.0
TOTAL/AGARTALA/AGARTALA-KOLKATA,2020-09-01,8089.0
TOTAL/AGARTALA/AGARTALA-KOLKATA,2020-10-01,15005.0
TOTAL/AGARTALA/AGARTALA-KOLKATA,2020-11-01,22259.0
TOTAL/AGARTALA/AGARTALA-KOLKATA,2020-12-01,23824.0
TOTAL/AGARTALA/AGARTALA-KOLKATA,2021-01-01,27172.0
TOTAL/AGARTALA/AGARTALA-KOLKATA,2021-02-01,27391.0
TOTAL/AGARTALA/AGARTALA-KOLKATA,2021-03-01,29387.0
TOTAL/AGARTALA/AGARTALA-KOLKATA,2021-04-01,18655.0
TOTAL/AGARTALA/AGARTALA-KOLKATA,2021-05-01,13354.5
TOTAL/AGARTALA/AGARTALA-KOLKATA,2021-06-01,8054.0
TOTAL/AGARTALA/AGARTALA-KOLKATA,2021-07-01,15980.0
TOTAL/AGARTALA/AGARTALA-KOLKATA,2021-08-01,27319.0
TOTAL/AGARTALA/AGARTALA-KOLKATA,2021-09-01,30097.0
TOTAL/AGARTALA/AGARTALA-KOLKATA,2021-10-01,33611.0
TOTAL/AGARTALA/AGARTALA-KOLKATA,2021-11-01,38728.0
TOTAL/AGARTALA/AGARTALA-KOLKATA,2021-12-01,39685.0
TOTAL/AGARTALA/AGARTALA-KOLKATA,2022-01-01,21159.0
TOTAL/AGARTALA/AGARTALA-KOLKATA,2022-02-01,24647.0
TOTAL/AGARTALA/AGARTALA-KOLKATA,2022-03-01,36607.0
TOTAL/AGARTALA/AGARTALA-KOLKATA,2022-04-01,36691.0
TOTAL/AGARTALA/AGARTALA-KOLKATA,2022-05-01,43215.0
TOTAL/AGARTALA/AGARTALA-KOLKATA,2022-06-01,34670.0
TOTAL/AGARTALA/AGARTALA-KOLKATA,2022-07-01,39576.0
TOTAL/AGARTALA/AGARTALA-KOLKATA,2022-08-01,36747.0
TOTAL/AGARTALA/AGARTALA-KOLKATA,2022-09-01,35747.0
TOTAL/AGARTALA/AGARTALA-KOLKATA,2022-10-01,39460.0
TOTAL/AGARTALA/AGARTALA-KOLKATA,2022-11-01,27406.0
TOTAL/AGARTALA/AGARTALA-KOLKATA,2022-12-01,33537.0
TOTAL/AGARTALA/AGARTALA-KOLKATA,2023-01-01,32722.0
TOTAL/AGARTALA/AGARTALA-KOLKATA,2023-02-01,31661.0
TOTAL/AGARTALA/AGARTALA-KOLKATA,2023-03-01,37714.0
TOTAL/AGARTALA/AGARTALA-KOLKATA,2023-04-01,36408.0
TOTAL/AGARTALA/AGARTALA-KOLKATA,2023-05-01,37985.0
TOTAL/AGARTALA/AGARTALA-KOLKATA,2023-06-01,34237.0
TOTAL/AGARTALA/AGARTALA-KOLKATA,2023-07-01,38432.0
TOTAL/AGARTALA/AGARTALA-KOLKATA,2023-08-01,38875.0
TOTAL/AGARTALA/AGARTALA-KOLKATA,2023-09-01,36862.0
TOTAL/AGARTALA/AGARTALA-KOLKATA,2023-10-01,35815.0
TOTAL/AGARTALA/AGARTALA-KOLKATA,2023-11-01,36539.0
TOTAL/AGARTALA/AGARTALA-KOLKATA,2023-12-01,34262.0
TOTAL/AGARTALA/AGARTALA-KOLKATA,2024-01-01,30666.0
TOTAL/AGARTALA/AGARTALA-KOLKATA,2024-02-01,32045.0
TOTAL/AGARTALA/AGARTALA-KOLKATA,2024-03-01,37092.0
TOTAL/AGARTALA/AGARTALA-KOLKATA,2024-04-01,29983.0
TOTAL/AGARTALA/AGARTALA-KOLKATA,2024-05-01,32059.5
TOTAL/AGARTALA/AGARTALA-KOLKATA,2024-06-01,34136.0
TOTAL/AGARTALA/AGARTALA-KOLKATA,2024-07-01,35004.0
TOTAL/AGARTALA/AGARTALA-KOLKATA,2024-08-01,32172.0
TOTAL/AGARTALA/AGARTALA-KOLKATA,2024-09-01,32595.0
TOTAL/AGARTALA/AGARTALA-KOLKATA,2024-10-01,33339.0
TOTAL/AGARTALA/AGARTALA-KOLKATA,2024-11-01,29721.0
TOTAL/AGARTALA/AGARTALA-KOLKATA,2024-12-01,32054.0
TOTAL/AGARTALA/AGARTALA-KOLKATA,2025-01-01,29428.0
TOTAL/AGARTALA/AGARTALA-KOLKATA,2025-02-01,26757.0
TOTAL/AGARTALA/AGARTALA-KOLKATA,2025-03-01,30230.0
TOTAL/AGARTALA/AGARTALA-KOLKATA,2025-04-01,34630.0
TOTAL/AGARTALA/AGARTALA-KOLKATA,2025-05-01,36370.0
TOTAL/AGARTALA/AGARTALA-KOLKATA,2025-06-01,32463.0
TOTAL/AGARTALA/AGARTALA-KOLKATA,2025-07-01,36643.0
TOTAL/AGARTALA/AGARTALA-KOLKATA,2025-08-01,32519.0
TOTAL/AGARTALA/AGARTALA-KOLKATA,2025-09-01,28415.0
TOTAL/AGARTALA/AGARTALA-KOLKATA,2025-10-01,37795.0
TOTAL/AGARTALA/AGARTALA-KOLKATA,2025-11-01,36902.0
TOTAL/AGARTALA/AGARTALA-KOLKATA,2025-12-01,34342.0
TOTAL/AGARTALA/AGARTALA-KOLKATA,2026-01-01,35231.0
TOTAL/AGARTALA/AGARTALA-KOLKATA,2026-02-01,31779.0
TOTAL/AHMEDABAD,2015-04-01,200399.0
TOTAL/AHMEDABAD,2015-05-01,230219.0
TOTAL/AHMEDABAD,2015-06-01,183587.0
TOTAL/AHMEDABAD,2015-07-01,186681.0
TOTAL/AHMEDABAD,2015-08-01,193698.0
TOTAL/AHMEDABAD,2015-09-01,199792.0
TOTAL/AHMEDABAD,2015-10-01,189308.0
TOTAL/AHMEDABAD,2015-11-01,227329.0
TOTAL/AHMEDABAD,2015-12-01,236245.0
TOTAL/AHMEDABAD,2016-01-01,250043.0
TOTAL/AHMEDABAD,2016-02-01,240216.0
TOTAL/AHMEDABAD,2016-03-01,242141.0
TOTAL/AHMEDABAD,2016-04-01,233087.0
TOTAL/AHMEDABAD,2016-05-01,254483.0
TOTAL/AHMEDABAD,2016-06-01,216035.0
TOTAL/AHMEDABAD,2016-07-01,242619.0
TOTAL/AHMEDABAD,2016-08-01,246873.0
TOTAL/AHMEDABAD,2016-09-01,233866.0
TOTAL/AHMEDABAD,2016-10-01,247389.0
TOTAL/AHMEDABAD,2016-11-01,263133.0
TOTAL/AHMEDABAD,2016-12-01,277140.0
TOTAL/AHMEDABAD,2017-01-01,279788.0
TOTAL/AHMEDABAD,2017-02-01,263494.0
TOTAL/AHMEDABAD,2017-03-01,264487.0
TOTAL/AHMEDABAD,2017-04-01,276093.0
TOTAL/AHMEDABAD,2017-05-01,328927.0
TOTAL/AHMEDABAD,2017-06-01,271638.0
TOTAL/AHMEDABAD,2017-07-01,266720.0
TOTAL/AHMEDABAD,2017-08-01,285086.0
TOTAL/AHMEDABAD,2017-09-01,282384.0
TOTAL/AHMEDABAD,2017-10-01,341582.0
TOTAL/AHMEDABAD,2017-11-01,327010.0
TOTAL/AHMEDABAD,2017-12-01,358772.0
TOTAL/AHMEDABAD,2018-01-01,374416.0
TOTAL/AHMEDABAD,2018-02-01,344873.0
TOTAL/AHMEDABAD,2018-03-01,311432.0
TOTAL/AHMEDABAD,2018-04-01,335665.0
TOTAL/AHMEDABAD,2018-05-01,391523.0
TOTAL/AHMEDABAD,2018-06-01,347932.0
TOTAL/AHMEDABAD,2018-07-01,376972.0
TOTAL/AHMEDABAD,2018-08-01,371054.0
TOTAL/AHMEDABAD,2018-09-01,379178.0
TOTAL/AHMEDABAD,2018-10-01,378726.0
TOTAL/AHMEDABAD,2018-11-01,376838.0
TOTAL/AHMEDABAD,2018-12-01,396439.0
TOTAL/AHMEDABAD,2019-01-01,424512.0
TOTAL/AHMEDABAD,2019-02-01,396407.0
TOTAL/AHMEDABAD,2019-03-01,388713.0
TOTAL/AHMEDABAD,2019-04-01,355309.0
TOTAL/AHMEDABAD,2019-05-01,397041.0
TOTAL/AHMEDABAD,2019-06-01,361912.0
TOTAL/AHMEDABAD,2019-07-01,377212.0
TOTAL/AHMEDABAD,2019-08-01,380959.0
TOTAL/AHMEDABAD,2019-09-01,351411.0
TOTAL/AHMEDABAD,2019-10-01,383709.0
TOTAL/AHMEDABAD,2019-11-01,394031.0
TOTAL/AHMEDABAD,2019-12-01,385549.0
TOTAL/AHMEDABAD,2020-01-01,410642.0
TOTAL/AHMEDABAD,2020-02-01,389813.0
TOTAL/AHMEDABAD,2020-03-01,228470.0
TOTAL/AHMEDABAD,2020-04-01,117477.5
TOTAL/AHMEDABAD,2020-05-01,6485.0
TOTAL/AHMEDABAD,2020-06-01,53022.0
TOTAL/AHMEDABAD,2020-07-01,53887.0
TOTAL/AHMEDABAD,2020-08-01,78769.0
TOTAL/AHMEDABAD,2020-09-01,108001.0
TOTAL/AHMEDABAD,2020-10-01,146446.0
TOTAL/AHMEDABAD,2020-11-01,180352.0
TOTAL/AHMEDABAD,2020-12-01,190403.0
TOTAL/AHMEDABAD,2021-01-01,198716.0
TOTAL/AHMEDABAD,2021-02-01,210884.0
TOTAL/AHMEDABAD,2021-03-01,221935.0
TOTAL/AHMEDABAD,2021-04-01,136215.0
TOTAL/AHMEDABAD,2021-05-01,121615.0
TOTAL/AHMEDABAD,2021-06-01,107015.0
TOTAL/AHMEDABAD,2021-07-01,153278.0
TOTAL/AHMEDABAD,2021-08-01,191212.0
TOTAL/AHMEDABAD,2021-09-01,189454.0
TOTAL/AHMEDABAD,2021-10-01,229960.0
TOTAL/AHMEDABAD,2021-11-01,289109.0
TOTAL/AHMEDABAD,2021-12-01,285530.0
TOTAL/AHMEDABAD,2022-01-01,172459.0
TOTAL/AHMEDABAD,2022-02-01,207555.0
TOTAL/AHMEDABAD,2022-03-01,260206.0
TOTAL/AHMEDABAD,2022-04-01,251959.0
TOTAL/AHMEDABAD,2022-05-01,313194.0
TOTAL/AHMEDABAD,2022-06-01,241833.0
TOTAL/AHMEDABAD,2022-07-01,223027.0
TOTAL/AHMEDABAD,2022-08-01,272228.0
TOTAL/AHMEDABAD,2022-09-01,301237.0
TOTAL/AHMEDABAD,2022-10-01,358680.0
TOTAL/AHMEDABAD,2022-11-01,358593.0
TOTAL/AHMEDABAD,2022-12-01,393483.0
TOTAL/AHMEDABAD,2023-01-01,407953.0
TOTAL/AHMEDABAD,2023-02-01,382536.0
TOTAL/AHMEDABAD,2023-03-01,379381.0
TOTAL/AHMEDABAD,2023-04-01,359023.0
TOTAL/AHMEDABAD,2023-05-01,358884.0
TOTAL/AHMEDABAD,2023-06-01,331653.0
TOTAL/AHMEDABAD,2023-07-01,327886.0
TOTAL/AHMEDABAD,2023-08-01,334204.0
TOTAL/AHMEDABAD,2023-09-01,329888.0
TOTAL/AHMEDABAD,2023-10-01,320212.0
TOTAL/AHMEDABAD,2023-11-01,345680.0
TOTAL/AHMEDABAD,2023-12-01,357470.0
TOTAL/AHMEDABAD,2024-01-01,354629.0
TOTAL/AHMEDABAD,2024-02-01,345587.0
TOTAL/AHMEDABAD,2024-03-01,358199.0
TOTAL/AHMEDABAD,2024-04-01,344384.0
TOTAL/AHMEDABAD,2024-05-01,336523.5
